Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
78,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",THE QUSQUAM COMPLEX
79,4.0,0.1966,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Unexpected (gruesome) brilliance
80,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Very small
81,0.0,0.1697,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life","small, dark, not awe-inspiring as the documentaries lead you to believe"
82,1.0,0.1808,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Quaint little church
83,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Above average church visit.
84,4.0,0.1786,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Christian orthodox sites
85,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Pity Timkat is over now
86,2.0,0.1795,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Go late afternoon
87,0.0,0.1902,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",A little piece of history
88,1.0,0.1845,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Big empty bath
89,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Living past
90,2.0,0.1808,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Rain the day before limited our visit
91,3.0,0.1795,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Half of the attractions of Aksum
92,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Dust and ruins
93,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",A little too little
94,1.0,0.1831,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk","An ancient phenomenon, but poorly managed"
95,3.0,0.1845,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Notes and tips on touring the ruins of Axum.
96,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Nice to look at but badly presented
97,0.0,0.1816,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life","Ethiopian Orthodox faith, Haile Selassie’s resting Place "
98,4.0,0.183,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Expensive.
99,4.0,0.183,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Difficult to get in...
100,3.0,0.205,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average","Weird set up, paying for entrance fee, and make sure you have flea repellent ready"
101,5.0,0.1808,"site, experience, late, gem, miss, day, visit, early, cliff, make",Out of the blue and into the dark
102,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Disappointing 
103,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Very Average
104,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Unbelievable
105,0.0,0.1824,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",The Ethiopian Orthodox Cathedral of the Holy Trinity
106,5.0,0.2099,"site, experience, late, gem, miss, day, visit, early, cliff, make",Site of the tombs of the late Emperor and his wife
107,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Very different from other Ethiopian churches
108,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Intereting Insight into Ethiopian Orthodox
109,1.0,0.1808,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Sad to see Church doing business 
110,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Ethiopian Orthodox 101
111,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Orthodox Cathederal
112,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Italianate yet orthodox
113,1.0,0.183,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",one of few things to see..
114,1.0,0.1786,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Not particularly memorable
115,4.0,0.1778,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Hidden open area in the middle of bustling Addis
116,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",A Maiden Visit to an Orthodox Church
117,4.0,0.195,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Ethiopian Orthodox Church That Blends Ethnic-Religious Influences
118,0.0,0.1761,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",One of the Biggest new era church of the Ethiopian orthodox church.
119,3.0,0.1774,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Tough climb up
120,2.0,0.2144,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Warning: vicious kids throwing rocks off cliffs at you if you have no guide
121,2.0,0.1824,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Drab and disappointing early twentieth century architecture
122,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Orthodox Cathedral which is just orthodox
123,0.0,0.1808,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life","Not special , poor church , though important "
124,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life","A place to visit, however not more"
125,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Skip the tour if the museum is closed
126,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Ho hum Museum and a closed church
127,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Hidden Museum
128,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Lent is not a good time to visit
129,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Historic Ethiopian Orthodox Church
130,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Always seemed to be closed
131,1.0,0.1786,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Dramatic
132,0.0,0.1845,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",not far out of town if you have a little extra time
133,5.0,0.1872,"site, experience, late, gem, miss, day, visit, early, cliff, make",Not worth visiting compare to all other places you can visit around Lalibela
134,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not accessible for everyone !
135,2.0,0.1795,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Check out the small museum
136,4.0,0.1795,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",very expensive for foreigners
137,5.0,0.183,"site, experience, late, gem, miss, day, visit, early, cliff, make",Mental satisfaction
138,2.0,0.1795,"small, guide, hidden, build, work, part, hard, closed, gem, ground","Museum is bad, church is closed, but the view is nice"
139,1.0,0.183,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Disappointed could not see the inside
140,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Disappointing
141,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not very impressive
142,2.0,0.1987,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Small Addition to the Rock Churches
143,2.0,0.195,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Small place and part of the itinerary
144,3.0,0.1808,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",How everything is kept is crazy
145,0.0,0.1929,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Round structure so a bit different
146,1.0,0.1795,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk","Expensive, but worth it!"
147,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Boring
148,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not worth it
149,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not nice
150,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",What a disappointment
151,0.0,0.1845,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",The Holiest Orthodox Site in Ethiopia
152,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Ugly Church
153,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Museum behind the church
154,1.0,0.1795,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",This was built by Haile Selassie so it is not old and quite ordinary
155,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Orthodox Cathedral
156,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Orthodox Cathedral
157,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Most depressing tribe
158,1.0,0.1987,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",A scary trip across the river is well worth it
159,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Disappointing
160,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Must do in in Gheralta (scary climb)
161,3.0,0.1914,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",crazy rock climbing but totally worth it
162,1.0,0.1795,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Overpriced in the extreme
163,2.0,0.183,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Possibly the worst visit we had
164,2.0,0.1795,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Small quiet church
165,2.0,0.1752,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Not great but if youre in Axum you should see these ruins and tombs
166,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Still Oozes History
167,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",A let down...
168,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",The ruins
169,4.0,0.183,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Too difficult
170,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Terrifying... But worthwhile! 
171,5.0,0.1774,"site, experience, late, gem, miss, day, visit, early, cliff, make","Hostage at Debre Damo, be very careful!"
172,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Debre Damo Ethiopian Orthodox Tewahido Monastery & Church (Established by St. Aregawi)
173,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",The new round church
174,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not Much to See
175,3.0,0.1852,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Crazy piece of work for the 12th century
176,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Hidden Gem
177,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",A glimpse of the past
178,0.0,0.1811,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Recommend visiting but know the history behind the baths
179,1.0,0.183,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Education for the less privileged 
180,3.0,0.1939,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average","This wont take you too long, but it is included in the fee of the Fasil Ghebbi so visit!"
181,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Lots of history here - albeit not very old
182,5.0,0.195,"site, experience, late, gem, miss, day, visit, early, cliff, make","A small place, blink and youll miss it."
183,1.0,0.177,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Average and not worth a visit but a vast unsuported dome
184,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",unbelievable churches..
185,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",An Orthodox Cathedral in Addis Ababa You Must See
186,0.0,0.1761,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Highest Ranking Orthodox Cathedral in Addis Ababa
187,3.0,0.1795,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Unbelievable site
188,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Hidden Gem
189,3.0,0.179,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average","A hidden treasure, a must see and make sure to visit inside the church and museum behind the church"
190,4.0,0.1902,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Religious Complex
191,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",New church a bit ugly
192,1.0,0.1795,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Not worth 25 bucks!
193,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not special
194,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",mesmerizing $ creepy
195,3.0,0.1944,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",One guy from the Staff ruins our visit
196,2.0,0.1774,"small, guide, hidden, build, work, part, hard, closed, gem, ground","Sadly, a rip off"
197,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Must see but a little unkempt
198,3.0,0.1803,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Aksum oozes with history. Go discover it yourself.
199,4.0,0.1761,"expensive, difficult, hour, long, volcanic, religious, family, hidden, ooze, extreme",Ditto to the previous reviews!
200,1.0,0.1761,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Perhaps not worth the long drive
201,3.0,0.183,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Secret Church
202,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Disappointing
203,0.0,0.1832,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",visit a long history and culture in an hour and close encounter with hayenas!
204,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Not amazing
205,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",just useless
206,0.0,0.183,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Closed
207,0.0,0.1795,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",Largest Orthodox Church
208,1.0,0.1987,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",Not worth the trip.
209,1.0,0.183,"worth, trip, inside, money, overprice, quaint, pin, dark, rock, walk",not worth the price
210,0.0,0.1667,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life",not worth it
211,2.0,0.1879,"small, guide, hidden, build, work, part, hard, closed, gem, ground","The Place where Faith, Art and Architecture find a common ground"
212,2.0,0.1795,"small, guide, hidden, build, work, part, hard, closed, gem, ground",Impossible to access the church.
213,3.0,0.1893,"unbelievable, treasure, climb, crazy, spend, secret, discover, include, pity, average",Reveals its secrets slowly... so take your time
214,0.0,0.1816,"hide, orthodox, history, time, close, documentary, admission, important, heavily, life","A glimpse in the Orthodox church,religion and the grave of Haile Selassie"
215,2.0,0.1865,"small, guide, hidden, build, work, part, hard, closed, gem, ground","One of the poorest tribes we met. Desolate area, very hot and dusty"
