Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
23,7.0,0.1285,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Intriguing and a must see in Addis
24,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Rare look
25,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Fascinating
26,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Well worth a visit.
27,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very nice and in a beautiful house
28,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting museum
29,2.0,0.1303,"collection, history, visit, display, local, small, content, quality, give, informative",Interesting collection of Ethiopian History
30,0.0,0.1237,"time, hour, food, highly, spend, recommend, work, people, start, meet",Great museum with a very large selection of artefacts
31,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth visiting
32,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",worth a visit
33,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Best museum in Addis
34,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Ehnological Mueum - Worth a trip out if you are in Addis for more than a day
35,5.0,0.1198,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Great museum for those interested in Ethiopian history.
36,8.0,0.1285,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Fantastic Exhibit
37,2.0,0.1198,"collection, history, visit, display, local, small, content, quality, give, informative",Excellent - dont miss it.
38,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very good museum
39,2.0,0.1261,"collection, history, visit, display, local, small, content, quality, give, informative",A rich and varied collection
40,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Good Museum
41,8.0,0.1242,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Interesting and informative
42,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Excellent museum
43,3.0,0.1261,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Harrowing experience but very unique and interesting 
44,2.0,0.1264,"collection, history, visit, display, local, small, content, quality, give, informative",Moderately Interesting
45,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Fascinating Museum
46,4.0,0.1258,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Nice building, not the best museum - make sure Lucy is there before visiting"
47,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",very nice museum
48,2.0,0.1214,"collection, history, visit, display, local, small, content, quality, give, informative",Quick overview of local culture
49,0.0,0.1264,"time, hour, food, highly, spend, recommend, work, people, start, meet",Its a nice start to trip into Ethiopia..
50,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth visiting Lucy
51,5.0,0.1285,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",surprisingly good value
52,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",worth a visit
53,0.0,0.1264,"time, hour, food, highly, spend, recommend, work, people, start, meet",Absolutely remarkable
54,5.0,0.122,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Interesting history
55,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very well done museum 
56,3.0,0.1242,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Very interesting small museum in restord palace
57,5.0,0.1384,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic","Surprisingly Interesting, Low-Key Museum"
58,4.0,0.1285,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Well renovated and interesting
59,3.0,0.1285,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely","Very interesting, but not photos allowed"
60,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting Museum
61,1.0,0.1453,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth a stop
62,1.0,0.1282,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",National Musuem -- worth the visit
63,8.0,0.1321,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Be ready to read... but very informative
64,7.0,0.1264,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant","great museum, even if youre not a museumlover"
65,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Worth a visit
66,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting
67,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet","Not bad, as far as African museums go"
68,1.0,0.1242,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Could be better laid out.
69,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Best place to visit in AA
70,4.0,0.1399,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",incredibly moving and important history
71,6.0,0.1237,"culture, learn, history, tour, art, historical, educational, presentation, year, expect","Informative, private tours available"
72,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting but not astounding
73,8.0,0.1239,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Very informative and moving
74,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Interesting and informative
75,2.0,0.1198,"collection, history, visit, display, local, small, content, quality, give, informative","Historic place with famous ""Lucy"""
76,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Well worth a visit .
77,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Main attraction is Lucy
78,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very interesting
79,7.0,0.1285,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Very moving
80,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",interesting little museum and its free
81,6.0,0.1242,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Best museum for an historical overview
82,6.0,0.1426,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",A good dipping of your toe into the many different cultures around Ethiopia
83,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Cultural Ethnology of Ethiopia
84,2.0,0.1218,"collection, history, visit, display, local, small, content, quality, give, informative",Great museum BUT you have to leave your ID with the guards at the University gate
85,4.0,0.1285,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Nice museum, lot to see"
86,0.0,0.1261,"time, hour, food, highly, spend, recommend, work, people, start, meet",Well worth your time
87,3.0,0.122,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Small interesting museum
88,0.0,0.1264,"time, hour, food, highly, spend, recommend, work, people, start, meet",Pleasant way to pass an hour or two
89,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Nice look at Lucy
90,0.0,0.1453,"time, hour, food, highly, spend, recommend, work, people, start, meet",Met Lucy for the first time
91,4.0,0.1405,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Human evolution clearly explained
92,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",one of the best in Addis
93,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Interesting curation
94,8.0,0.122,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Very Informative
95,1.0,0.1242,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Well worth a visit
96,2.0,0.1237,"collection, history, visit, display, local, small, content, quality, give, informative",Great collection of the first human bones
97,0.0,0.1261,"time, hour, food, highly, spend, recommend, work, people, start, meet",decent history museum
98,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Good to see once but take a Guide
99,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Lucy is great.
100,5.0,0.1342,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",A Very Good Insight into Ethiopian History and Culture
101,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",very interesting
102,8.0,0.1282,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap","Good Museum, interesting building and grounds."
103,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very Interesting visdit.
104,6.0,0.1261,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",I learnt so many amazing things
105,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very interesting museum to visit
106,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Fascinating
107,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",interesting to see Lucy..
108,4.0,0.1285,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Good museum , but needs alot of refirbishment.."
109,1.0,0.1426,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Guide made the stop worth it
110,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Comprenhensive and comprehensible
111,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect","3.2 million year old ""Lucy"""
112,2.0,0.1198,"collection, history, visit, display, local, small, content, quality, give, informative",Interesting History
113,0.0,0.1285,"time, hour, food, highly, spend, recommend, work, people, start, meet",Brilliant and very interesting - and we met Lucy!!
114,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Great to see Lucy
115,0.0,0.1242,"time, hour, food, highly, spend, recommend, work, people, start, meet",Not the real Lucy
116,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Really interesting
117,7.0,0.13,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Interesting types of display from archaeology to artwork
118,0.0,0.1242,"time, hour, food, highly, spend, recommend, work, people, start, meet",On the list but not so exciting
119,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Lovely
120,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Lovely
121,5.0,0.1354,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Top floors offer no top quality
122,7.0,0.1285,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Good restaurant
123,4.0,0.1239,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Harrowing, heartbreaking but incredible"
124,8.0,0.1285,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",The most interesting thing in Addis 
125,0.0,0.1453,"time, hour, food, highly, spend, recommend, work, people, start, meet",Highly Recommended
126,7.0,0.1261,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Very moving exhibition
127,3.0,0.1285,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Nice experience!
128,0.0,0.1426,"time, hour, food, highly, spend, recommend, work, people, start, meet",History and a good hour spent
129,0.0,0.1285,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very interesting museum-a must in Addis Abeba
130,5.0,0.1285,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Good museum but take a torch!
131,7.0,0.1285,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Very moving
132,4.0,0.1325,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","A Museum like no other, and very much needed in Addis to remember the deaths."
133,1.0,0.1264,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Excellent: honest and poignant.
134,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",New improved 
135,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end","Worth going if in Addis, but dont go out of your way."
136,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Enjoyed our visit
137,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Lucy is amazing 
138,0.0,0.1363,"time, hour, food, highly, spend, recommend, work, people, start, meet",Good way to spend a couple of hours in Addis
139,3.0,0.1216,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",A quick way to see some Ethiopian and World history
140,5.0,0.1342,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Very well presented history of homosapiens and Ethiopia
141,5.0,0.1285,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Powerful history
142,7.0,0.1285,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Very moving
143,5.0,0.1214,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Fitting contrast to AAs communist memorials
144,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Very informative 
145,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth Seeing
146,4.0,0.1261,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Sobering but important
147,1.0,0.1325,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth a trip!
148,3.0,0.1261,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Very sobering experience
149,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Interesting and informative
150,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Very informative museum.
151,0.0,0.1432,"time, hour, food, highly, spend, recommend, work, people, start, meet","Absolutely fascinating! Haunting, too."
152,2.0,0.1261,"collection, history, visit, display, local, small, content, quality, give, informative",See the fossil remains of Lucy (3.18 million years old)
153,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Worth it for Lucy
154,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Just OK
155,1.0,0.122,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Lucy and Ardi live here
156,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Very moving. Definitely worth a visit
157,2.0,0.1432,"collection, history, visit, display, local, small, content, quality, give, informative","A must when visiting Addis Abeba, but very strong."
158,3.0,0.1242,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Excellent small museum
159,1.0,0.1349,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",An engaging lesson and walk through Ethiopias recent history
160,0.0,0.1237,"time, hour, food, highly, spend, recommend, work, people, start, meet",Important to understand Ethiopian History
161,2.0,0.1293,"collection, history, visit, display, local, small, content, quality, give, informative",Compelling exhibits give the voiceless a home
162,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",an excellent abstract
163,0.0,0.1453,"time, hour, food, highly, spend, recommend, work, people, start, meet",Highly recommended
164,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Nice to meet Lucy
165,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Its worth the visit just to see Lucy!
166,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Great Museum
167,0.0,0.1198,"time, hour, food, highly, spend, recommend, work, people, start, meet",Better than expected.
168,8.0,0.1264,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Very informative 
169,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Easy to visit
170,1.0,0.1556,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end","Worth a visit but lacks a simple ""timeline"" and better explanation (in English)"
171,1.0,0.1282,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Nice to know more about recent history
172,4.0,0.1176,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",A very intense visit
173,7.0,0.1399,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Moving testimony to a horrendous period in modern Ethiopia
174,1.0,0.1593,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end","Lacking credibility, but worth a stop"
175,4.0,0.1285,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Nicely made.
176,8.0,0.1285,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Powerful reminder
177,1.0,0.1426,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Excellent and Poignant Description of a Brutal Period
178,2.0,0.1242,"collection, history, visit, display, local, small, content, quality, give, informative",Very well curated
179,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Interesting stop in Addis
180,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Bizarre
181,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Really good
182,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Amazing museum
183,5.0,0.1432,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic","Fascinating insight to history, not all pleasant"
184,4.0,0.1261,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Great variety of prehistoric finds
185,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end","Worth going to, but wont blow you away"
186,4.0,0.1264,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",House of Lucy & Real Testament of Ethiopia
187,4.0,0.1237,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",A nice afternoon activity in Addis (especially if its raining)
188,5.0,0.1176,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Lucy and Selam - so much of our history
189,4.0,0.1235,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Lucys part is very good, rest is a un-sorted collectible of what was found..."
190,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",good for africa
191,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth the visit to see Lucys remains
192,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting Museum
193,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",interesting Museum
194,5.0,0.1198,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Great glimpse of the history!
195,1.0,0.1354,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Custodian of Rare and prehistoric artifacts on desplay.
196,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",delightful
197,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting
198,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting
199,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Fascinating glimpse into Rimbauds trouble life
200,8.0,0.1285,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Only nice thing in Harar
201,4.0,0.1261,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor","Found it interesting, even though I hadnt heard of him!"
202,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting little museum
203,0.0,0.1285,"time, hour, food, highly, spend, recommend, work, people, start, meet",a good reason to take a boat on Lake Tana
204,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Fascinating
205,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Good place
206,7.0,0.1405,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Effectively a duplicate entry
207,2.0,0.1239,"collection, history, visit, display, local, small, content, quality, give, informative",Rarely visited church
208,5.0,0.144,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic","A nice piece of history about Ethiopia, a beautiful quiet spot"
209,5.0,0.1389,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Interesting exploration into Ethiopian history
210,2.0,0.1325,"collection, history, visit, display, local, small, content, quality, give, informative",Contents much better than presentation
211,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting
212,3.0,0.1282,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Ethiopians Pride and Joy
213,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",So much to learn about Ethiopia
214,5.0,0.1261,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",The exhbition of Ethiopian icons is superb
215,0.0,0.1261,"time, hour, food, highly, spend, recommend, work, people, start, meet",Great for nicely presented Ethiopian food.
216,5.0,0.1285,"history, top, insight, exhibition, cultural, sober, part, unique, early, historic",Interesting but not for kids
217,4.0,0.1285,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",An emotional place to know more about Ethiopia
218,4.0,0.1261,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Moving and important
219,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very interesting
220,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Sad and fascinating
221,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Memorable
222,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Inspirational
223,0.0,0.1198,"time, hour, food, highly, spend, recommend, work, people, start, meet",Contemporary art gallery 
224,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Nice museum
225,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very interesting 
226,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",More than just Lucy
227,2.0,0.1264,"collection, history, visit, display, local, small, content, quality, give, informative",First museum visited in Ethiopia
228,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth going - just
229,0.0,0.1261,"time, hour, food, highly, spend, recommend, work, people, start, meet",A good place to visit once a life time
230,7.0,0.1261,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Nice intro to a vast and complex subject
231,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Excellent Museum
232,1.0,0.1237,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Hard to find but well worth it.
233,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Very Interesting Historical Visit
234,1.0,0.1264,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Interesting to visit at the end of your journey through Ethiopia...
235,0.0,0.1239,"time, hour, food, highly, spend, recommend, work, people, start, meet",A fascinating instruction on the amazing diversity of Ethiopia.
236,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Great visit
237,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Worth the visit
238,2.0,0.1261,"collection, history, visit, display, local, small, content, quality, give, informative",Great display of culture
239,4.0,0.1261,"important, make, human, lot, evolution, find, full, afternoon, poorly, floor",Interesting and hard to find
240,3.0,0.1447,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",Amazing Combination between Art & Coffee
241,6.0,0.1346,"culture, learn, history, tour, art, historical, educational, presentation, year, expect","Cute little place with a good story, though presentation could be improved"
242,3.0,0.1285,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",nice stand about Lucy
243,0.0,0.1346,"time, hour, food, highly, spend, recommend, work, people, start, meet",The reason to go was Lucy but must say museum is very well laid out
244,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",It is worth visiting
245,3.0,0.1155,"small, experience, photo, quick, item, bone, ground, watercolour, art, extremely",interesting and the art is pretty nice
246,1.0,0.1285,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth a Look
247,6.0,0.1261,"culture, learn, history, tour, art, historical, educational, presentation, year, expect","Lucy: ""No more splaining to do"": Great Museum Exhibition"
248,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Amazing place
249,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Worth it just to visit Lucy 
250,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect","Lucy, 3.2 million years old."
251,1.0,0.1261,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end","Kinda nice at first,,,,end was a bust"
252,2.0,0.1261,"collection, history, visit, display, local, small, content, quality, give, informative",Nice Modren Art collections
253,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",great place for rainy day
254,6.0,0.1264,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Nice for lunch
255,6.0,0.1285,"culture, learn, history, tour, art, historical, educational, presentation, year, expect",Historically interesting
256,1.0,0.1237,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",Worth spending an hour there
257,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",A good overview of the hstory of the City
258,1.0,0.1237,"worth, stop, guide, recent, explanation, trip, description, deal, lack, end",The museum home to early hominids Lucy and Selam
259,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Enjoyed seeing Lucy!
260,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Interesting
261,8.0,0.1285,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Lucy is the best thing here
262,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Good museum
263,8.0,0.1258,"informative, exhibit, thing, building, simple, introduction, worthwhile, trip, human, cheap",Interesting building but content could be deeper
264,0.0,0.1261,"time, hour, food, highly, spend, recommend, work, people, start, meet",Martyrs made real
265,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Nothing special
266,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Ok
267,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Could be so much better
268,7.0,0.1261,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant",Informative with quite a few interesting artefacts
269,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Best cultural attractions in Addis!
270,7.0,0.1426,"move, small, information, modern, basement, overview, guide, cool, maintain, restaurant","Well maintained, Great overview of Ethiopian History"
271,0.0,0.1111,"time, hour, food, highly, spend, recommend, work, people, start, meet",Nice museum
