Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
27,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Delightful tour
28,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",OK Railway Museum
29,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting time capsule
30,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Fascinating
31,7.0,0.1425,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",This Museum Provides Unbelievably Engaging Detail!
32,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful
33,7.0,0.1379,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway","Comprehensive Museum of History, Culture and the Natural World of Kenya"
34,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Very Educational Museum
35,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great place to visit
36,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Good to view
37,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",enlightening
38,7.0,0.1422,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",The Murumbi collection is impressive
39,6.0,0.1368,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Nice combination of art and history
40,6.0,0.14,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Murumbi gallery is really cool
41,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth a visit.
42,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Wonderful art collection
43,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Awesome
44,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",MURUMBI THE GREATEST AFRICAN ART COLLECTOR
45,2.0,0.1501,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Nice bit of history
46,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Lovely 
47,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",good to see and in a nice location
48,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",old portugese fort
49,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Excellent historical site
50,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth a visit
51,3.0,0.1368,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Great architecture...wonderful view with historic feeling
52,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Was not so much impressed
53,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth a visit
54,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great place ! 
55,0.0,0.1309,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Great Experience, Good history"
56,7.0,0.1378,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Nice Estate & Museum
57,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Great story!
58,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
59,5.0,0.15,"tour, experience, historical, display, historic, story, stop, expect, short, walk","Pleasantly surprised, facinating story and terrific guide"
60,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Beautiful, must see in Karen"
61,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Certainly a must see when in Nairobi
62,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Herbarium an impressive legacy
63,0.0,0.1416,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",An interesting way to spend an hour in Nairobi
64,7.0,0.14,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",I Learned So Much
65,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",A good history of Kenya and the people
66,2.0,0.1422,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Not super exciting unless you are into taxidermy
67,3.0,0.1394,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Amazing history of our uniqueness
68,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Entertaining
69,6.0,0.14,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",An interesting hour or so
70,1.0,0.14,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Run down but interesting
71,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great Museum
72,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",one of the best
73,0.0,0.1394,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting and very well maintained with lots to see
74,2.0,0.1394,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Interesting historical visit on the Malindi/Watamu coast
75,5.0,0.1416,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Nice Ruins but be prepared to walk
76,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting place to visit
77,1.0,0.1394,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Good but be prepared to walk
78,2.0,0.15,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Be ready to walk so put on your walking shoes
79,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Interesting ruins, lovely walks"
80,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Fascinating place
81,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",GEDI - a great place
82,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
83,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Its simply awesome !!
84,0.0,0.1394,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Cool! Lovely garden for picnics.
85,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful
86,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",great place to go.
87,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",unexpectedly informative!
88,2.0,0.1368,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap","Small, simple,but worth to visit"
89,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Worth a visit
90,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Lake Turkana Cultural Festival
91,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Went to Loiyangalani museum..... Was beautiful...
92,6.0,0.1536,"informative, hour, art, show, introduction, overview, gem, life, natural, cool","Wow, there being the deserted part of Turkana land, it was nice I say"
93,6.0,0.1536,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Interesting aspect of African tribal life
94,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
95,7.0,0.1394,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Theres better cultural experiences in Kenya
96,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",BETTER THAN EXPECTED!!!
97,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Wonderful
98,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great way to introduce yourself to Kenya
99,3.0,0.148,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Worth a visit to see room of early human remains
100,5.0,0.1557,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Interesting if only for the Early -species displays
101,0.0,0.1309,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Was interesting, change of scenery."
102,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","OK, but could do better"
103,6.0,0.1507,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Interesting Anthropological and Natural History Exhibitions
104,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Worth for a Visit
105,0.0,0.1343,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Nice place, worth visiting, doesn’t requie much time"
106,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice scapeland & house
107,1.0,0.14,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Incredible museum 
108,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting if you know about Karen Blixen
109,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
110,4.0,0.1445,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Nice place to revisit the history surrounding Karen Blixen.
111,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",A joy
112,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Nice trip for a fan!
113,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Wonderful
114,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
115,2.0,0.1422,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",A lovely setting.
116,0.0,0.14,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",A nice addition
117,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",nice garden lunch
118,2.0,0.1487,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Thorough exploration of a rare woman who was an African pioneer
119,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Historical and memorable
120,2.0,0.1356,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Nice place to see some history
121,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Fascinating
122,1.0,0.1587,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Ok day trip
123,2.0,0.15,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",very informative museum but please charge uniform rates for entry
124,2.0,0.1334,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Good history 
125,2.0,0.1394,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Exceptional tour
126,3.0,0.1373,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Short but very informational visit
127,5.0,0.1394,"tour, experience, historical, display, historic, story, stop, expect, short, walk",A sweet walk through history
128,6.0,0.14,"informative, hour, art, show, introduction, overview, gem, life, natural, cool","A great look into life ""Out Of Africa"""
129,3.0,0.1389,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth the time to stop
130,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Excellent facilty
131,0.0,0.1394,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice visit close to downtown.
132,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Amazing cultural and Historical place!
133,3.0,0.1394,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Interesting History and Views
134,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Amazing
135,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Amazing Historical Place
136,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Worth a visit
137,3.0,0.14,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Mombasa’s most important attraction
138,6.0,0.1378,"informative, hour, art, show, introduction, overview, gem, life, natural, cool","Good Museum, Good People. "
139,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Amazing
140,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",stunning!
141,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Peaceful beach
142,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting
143,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Again a worthwhile visit
144,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",interesting
145,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting place to visit
146,3.0,0.1394,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Fascinating intersection of histories
147,2.0,0.1334,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Fort Jesus Museum Is Rich In History 
148,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",A good place to go for family get away
149,7.0,0.1373,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Get a free guide for a great experience 
150,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Good place to visit
151,4.0,0.1356,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",great history place
152,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice walk through time
153,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Great day
154,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Some great exhibits!
155,2.0,0.1494,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap","Small but good museum, easy and quick way to better understand Kenya"
156,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great visit !
157,6.0,0.1422,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Very informative
158,1.0,0.1557,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Nice way to spend half a day
159,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very nicely done
160,3.0,0.14,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Interesting but needs some updating
161,2.0,0.1422,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Could be better organized
162,3.0,0.1394,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Great Afternoon Stop!
163,5.0,0.1378,"tour, experience, historical, display, historic, story, stop, expect, short, walk",An interesting experience
164,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",historical at its best
165,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",The best historical place.
166,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",educational
167,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",GREAT FAMILY FUN
168,7.0,0.1422,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Portuguese old fort
169,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",cultural appreciation
170,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Educational and entertaining!
171,4.0,0.1394,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",See how different tribes live
172,0.0,0.1368,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",A peek at the various Kenyan tribal homes ;-)
173,2.0,0.148,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap","Malindi, a relaxing place. exotic beaches with italian style hotels."
174,0.0,0.1422,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Good value, but not very well maintained."
175,4.0,0.1334,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Good value but theres much more potential
176,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Probably the best museum in Kenya
177,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Great facility but shaky staff
178,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",National museums are always worth a visit
179,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting.. just like every other museum!!
180,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Expected more
181,0.0,0.1394,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Hall of the early hominids
182,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Better than I thought
183,2.0,0.1356,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",amazing history
184,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth a visit
185,7.0,0.1422,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Interesting collection
186,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",WONDERFUL LIVING HISTORY
187,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Well worth a look
188,4.0,0.1378,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Great history
189,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting!
190,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",The old nice Fort Jesus
191,7.0,0.14,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",I was interested to learn all about it
192,3.0,0.1394,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Interesting history and nice view
193,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Memorable visit
194,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful
195,2.0,0.1389,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Ok but overpriced and a mish mash
196,6.0,0.14,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Take your time_Fort Jesus is worth every minute
197,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Old fort
198,1.0,0.1368,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",If youve read Karen Blixens books or have seen the movie.....you will love this!
199,6.0,0.1742,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",A great destination to get an overview of life in Africa in the early part of the 1900s
200,2.0,0.1368,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap","Stepping into ""Out of Africa"" and one extraordinary womans life"
201,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very enjoyable visit
202,5.0,0.1565,"tour, experience, historical, display, historic, story, stop, expect, short, walk","If you know the story, interesting stop "
203,6.0,0.1378,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Great to see the house and environs
204,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice little museum
205,1.0,0.14,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Great Museum with helpful staff
206,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",worth a visit
207,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",OK but could do more
208,4.0,0.1425,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",A enjoyable hour tour of the local history
209,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
210,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Nice to see, but not terribly impressive"
211,2.0,0.1394,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap","Small, but nice overview"
212,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Good day out
213,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Brilliant museum - well worth a visit 
214,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful place it is!
215,4.0,0.1587,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Interesting Museum with lot of information
216,6.0,0.1394,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Amazing hidden gem
217,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",amazing
218,0.0,0.133,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Superb ruins and lesson in history
219,0.0,0.141,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful and educational experience at Gede!
220,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Amazing ruins
221,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Wonderful ruins
222,5.0,0.1536,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Great tour guides for this unusual place
223,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting!
224,5.0,0.1394,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Beautifully Preserved Residence
225,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Enjoyable
226,2.0,0.15,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Every bit worth the traffic to get to Karen to see the life of an amazing woman
227,3.0,0.1422,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Always worth a visit
228,0.0,0.1356,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Fantastic scenery
229,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Beautiful Tribute
230,4.0,0.1422,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Nice to have more information on Karen Blixen
231,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",So interesting
232,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Amazing Tour
233,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting museum. 
234,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Not bad for a trip to the old town
235,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting
236,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",AN AMAZING HISTORICAL SITE
237,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Wow
238,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Wonderful
239,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
240,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Interesting
241,6.0,0.1422,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Very informative
242,3.0,0.141,"worth, afternoon, piece, view, home, spot, snake, stay, property, city",Mombasas Most Famous Historical Monument
243,4.0,0.1356,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Great history here
244,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",very beautiful a must see.
245,7.0,0.1422,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway","Great Fort, Museum quite limited"
246,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice visit
247,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice place to visit
248,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Lovely
249,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Full of histroy
250,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",AMAZING KENYA.
251,4.0,0.1334,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Interesting History 
252,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Not too much to see and do
253,1.0,0.1416,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",A must-see sight for Danes - others not so much
254,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great place
255,0.0,0.1368,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Informative tour at this beautiful location
256,5.0,0.1334,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Great Out of Africa experience
257,2.0,0.1422,"history, small, movie, early, bit, surprisingly, woman, set, alive, cheap",Out of Africa Comes Alive
258,7.0,0.1557,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",A place worth visiting for cultural birdview of Eastern Kenya
259,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Very interesting museum 
260,5.0,0.1422,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Nice layout and good displays
261,7.0,0.1373,"collection, cultural, guide, learn, dance, ground, visit, tourist, highly, railway",Interesting but preferred the railway museum
262,6.0,0.1422,"informative, hour, art, show, introduction, overview, gem, life, natural, cool",Love this natural beauty
263,5.0,0.1356,"tour, experience, historical, display, historic, story, stop, expect, short, walk",Good experience
264,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain","Interesting museum if you are a fan of ""Out of Africa:"
265,1.0,0.1368,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Excellent (as long as youve read the book)
266,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Nice museum about a great lady!
267,4.0,0.1544,"history, bird, local, make, lot, human, insight, tribe, information, unexpected",Interesting local history
268,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Worth a visit
269,1.0,0.1422,"culture, day, educational, trip, real, fan, full, worthwhile, read, half",Good presentation
270,0.0,0.1378,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Great attraction if you take the time to appreciate it
271,0.0,0.1394,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",A fun way to spend an afternoon in Nairobi
272,0.0,0.125,"time, spend, experience, exhibit, kid, back, location, family, past, maintain",Worth a visit
