Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
81,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",A town unlike any other
82,0.0,0.1261,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not worth a trip
83,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Disappointment
84,0.0,0.1317,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Lush Green Tea Gardens
85,5.0,0.1282,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn","Like snakes or not, worth a visit"
86,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",Alot bigger than expected
87,2.0,0.1261,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Taking You Down Memory Lane
88,5.0,0.1285,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn","Interesting, but a bit dirty and run down."
89,2.0,0.1261,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Wrongly Listed
90,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building","Yes, worth the trip to walk up the hill for the view but not the highlight of the game drive."
91,5.0,0.1264,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn","Less known attraction, but one of my favorites."
92,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not worth it
93,7.0,0.1374,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Poor Animal Conditions & Chauvinistic Tour Guide
94,4.0,0.1264,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",Terrible restaurant 
95,5.0,0.1285,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",Scary snakes in safety
96,5.0,0.1285,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",Scary snakes
97,8.0,0.1198,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Terribly run down
98,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",worst lunch ever
99,8.0,0.1379,"hard, gem, money, tourist, service, city, green, run, enclosure, racist","Hard to describe, harder to rate"
100,6.0,0.1285,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Odd place to tour
101,0.0,0.1432,"small, long, trip, past, bore, wife, coffee, casual, beach, local",a trip to the spicy past
102,0.0,0.1261,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Long climb
103,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Game drive
104,0.0,0.1264,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Cruel and overpriced
105,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",Unfortunately this borders animal abuse 
106,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Disappointing.
107,1.0,0.1216,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Very poorly maintained and stocked
108,2.0,0.1261,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale","Slithering, startling yet FUN"
109,0.0,0.1239,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Spent few hours there
110,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not worth
111,8.0,0.1264,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Not really a tourist attraction..
112,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",ok but disappointing
113,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",ruins
114,7.0,0.1264,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",A walk in the past
115,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Scary
116,0.0,0.1264,"small, long, trip, past, bore, wife, coffee, casual, beach, local",A trip to the past
117,5.0,0.1399,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",A couple of old buildings with narrow streets 
118,2.0,0.1242,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",A little different I suppose
119,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Beauty in the broken
120,2.0,0.1242,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Down memory lane
121,0.0,0.1237,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Reality is raw and real
122,0.0,0.1214,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Must hire local guide! Dirty streets!
123,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Nostalgic colonial site
124,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not bad not good
125,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Average
126,7.0,0.1453,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style","Dirty place, but worth walking through when in Nairobi"
127,8.0,0.1363,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Green oasis om the city
128,2.0,0.1261,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Very narrow streets
129,3.0,0.1405,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide",A pale shadow of ages gone
130,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Average
131,7.0,0.1453,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Not worth the walk
132,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",So poor
133,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Dirty.
134,5.0,0.1285,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",typical swahili town center
135,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",crocs.... Dead crocs!!!!
136,8.0,0.1279,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Unbelievably Racist-Stay away
137,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not much about it
138,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Disappointing Attraction
139,2.0,0.1237,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Hold a little crocodile in your hands
140,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Average
141,1.0,0.1285,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Lookout for the monkey at the hilltop
142,1.0,0.122,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Kinda worn down
143,6.0,0.1285,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",WORST EXPERIENCE!! DO NOT GO!!
144,0.0,0.1285,"small, long, trip, past, bore, wife, coffee, casual, beach, local",boring
145,0.0,0.1261,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Long weekend in Lamu
146,5.0,0.1258,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",Leave behind your 5 star expectations
147,7.0,0.1261,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",THIS PLACE MADE ME UNCOMFORTABLE 
148,1.0,0.1192,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",You can hold a live crocodile and heavy tortoise 
149,3.0,0.1285,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide",Appalling
150,6.0,0.1261,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Worst carting experience EVER
151,0.0,0.1261,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Poor marketing of history
152,5.0,0.1432,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",A little slice of History
153,6.0,0.1261,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",evidence of the past century.
154,0.0,0.1321,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Awe inducing ruins and relaxing beach
155,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",Hides a secret
156,5.0,0.1261,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",Felt bad for the crocodiles...
157,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",AVERAGE
158,7.0,0.122,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",In need of serious maintenance
159,8.0,0.1346,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",A green refuge mid-city
160,5.0,0.117,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",We checked in late; and i warned my wife in case we will turned off; but we were well received.
161,6.0,0.1264,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",A landmark typical of Mombasa; in fact it is in tribute to a Royal visit.
162,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",The worst.
163,1.0,0.1261,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Hail sheitan ! It is a pity for the time.
164,6.0,0.1285,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Horrible experience
165,3.0,0.1363,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide",Wear closed shoes
166,2.0,0.1285,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Very atmospheric but extremely dirty
167,0.0,0.1258,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Long time ago
168,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Little Heaven
169,8.0,0.1261,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",A Hidden Gem
170,6.0,0.1285,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Not what i expected
171,6.0,0.1447,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Cold chicken with elephants
172,8.0,0.1285,"hard, gem, money, tourist, service, city, green, run, enclosure, racist","Historical place, but not really tourist-friendly"
173,1.0,0.1264,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Slow paced town. 
174,6.0,0.1261,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Lunch at Karen Blixen Coffe Garden was not a good experience
175,7.0,0.1261,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Lazy Lunch
176,0.0,0.1214,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Overcrowded animals in small enclosures.
177,2.0,0.1337,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",The Tea Plantations of Kericho - The Green carpet rolls on forever...
178,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",The green Town of kericho
179,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local","So lush, so green so...."
180,1.0,0.1261,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Pink Flamingos
181,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",who wants to go and visit the poorest of the poor
182,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",A piece of the past ...
183,5.0,0.1264,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",A little Oasis of Peace and Tranquility.
184,6.0,0.1282,"experience, expect, tour, fact, building, depress, elephant, cold, manage, informed",Slow Racing
185,1.0,0.1285,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",Horrible food
186,2.0,0.122,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Kenia A Land left behind
187,3.0,0.1303,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide",Bustling little beach town
188,0.0,0.1264,"small, long, trip, past, bore, wife, coffee, casual, beach, local",The small hke
189,1.0,0.1285,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace",POOR DRAINAGE
190,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",A half day visit within Nairobi
191,3.0,0.1258,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide","The building still there, needing desperately renovation"
192,3.0,0.141,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide","Cool architecture, but dirty"
193,7.0,0.1242,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",In need of serious maintenance
194,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Part of our game drive.
195,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Average
196,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not Impressed
197,8.0,0.1242,"hard, gem, money, tourist, service, city, green, run, enclosure, racist","Interesting to see, awful to stay"
198,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Very sad
199,8.0,0.1264,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Don’t waste your money 
200,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Not worth it.
201,1.0,0.1237,"time, lot, food, heavy, informative, ahead, poorly, pink, lose, pace","Friendly staff, expensive food"
202,8.0,0.1242,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Run down
203,3.0,0.1261,"tea, grow, cart, live, shoe, donkey, pity, receive, hospitality, hide",small ruin off the beaten track
204,8.0,0.1264,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Anbcient Ruins and Baobabs
205,8.0,0.1264,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Mysterious ruins
206,7.0,0.1285,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Cheesy Affair
207,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Buffet was not impressive
208,7.0,0.1239,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Take a few hours to unwind
209,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Game drive 
210,0.0,0.1261,"small, long, trip, past, bore, wife, coffee, casual, beach, local",A long drive
211,7.0,0.1285,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",A walk into the past
212,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",not worth
213,8.0,0.1261,"hard, gem, money, tourist, service, city, green, run, enclosure, racist",Hidden Gem
214,4.0,0.1261,"drive, day, secret, expensive, target, forever, hour, find, hearte, building",Small but enchanting
215,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Lame!
216,5.0,0.1218,"crocodile, snake, narrow, oasis, history, bit, typical, access, couple, warn",A green oasis not far from Nairobi
217,2.0,0.1255,"hold, street, small, green, nature, memory, suppose, idyllic, forgettable, pale",Lot of crocs and a small pen to hold ostriches
218,7.0,0.1261,"worth, walk, guide, make, hide, animal, imagine, photo, stately, style",Hard to decide...
219,0.0,0.1111,"small, long, trip, past, bore, wife, coffee, casual, beach, local",Lords castle of love and hate
