Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
87,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Fantastic scenery and wildlife 
88,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing 4 day hike with Yeshwendm Amlakie
89,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wow!! 
90,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",amazing place on Earth
91,8.0,0.1261,"experience, people, hiking, night, make, company, part, family, earth, budget",Amazing experience for the whole family
92,0.0,0.1235,"trip, day, simien, world, service, real, find, adventure, climb, drive",Very nice trip with young & experienced well-english-speaking guide
93,0.0,0.1133,"trip, day, simien, world, service, real, find, adventure, climb, drive",The trip to Ethiopia is quite wonderful
94,6.0,0.1154,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team",Ethiopian Love! A team that became a family...
95,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Shelo he is good guide in omo valley 
96,0.0,0.1133,"trip, day, simien, world, service, real, find, adventure, climb, drive",Our trip with Babi was excellent
97,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing Trek
98,5.0,0.1132,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Absolutely Incredible Experience!!
99,4.0,0.1132,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge","Beautiful place, however threats for independent treks"
100,4.0,0.1133,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge",One of my best experiences!
101,7.0,0.1325,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible trekking in the mountains
102,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Beautiful trek
103,5.0,0.1154,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Good tour operator in Gonder
104,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing Awesome Peter Mountains
105,5.0,0.1176,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket","Booked with Tesfa, best choice"
106,8.0,0.1068,"experience, people, hiking, night, make, company, part, family, earth, budget",Nice experience
107,3.0,0.1176,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Great Trek with Gismu!!!
108,6.0,0.1089,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team","Superb place, wonderful wildlife"
109,7.0,0.1155,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",INCREDIBLE Mountains - Book with Peter
110,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",The amazing simian mountains
111,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing!
112,3.0,0.1154,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Adem is the best Tour Operator you can find in Gondar!
113,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive","Omo and the tribes is amazing, a place not to miss."
114,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing adventure with Solomonne
115,4.0,0.1176,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge",Amazing tribes of the Omo Valley
116,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A very good guide in Omo Valley: Aron
117,0.0,0.1132,"trip, day, simien, world, service, real, find, adventure, climb, drive",Incredible from start to finish!
118,5.0,0.1132,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Lalo Tours showed us an amazing time!
119,5.0,0.1173,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Genuine interactions with tribes in South Omo
120,9.0,0.1176,"spectacular, landscape, trek, top, nature, walk, natural, young, memorable, tourist",Walked in from Arba Minch. Nice swim. Colobus.
121,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing nature
122,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A wonderful experienceand w
123,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Worth on visit
124,4.0,0.1111,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge",Nice experience!
125,7.0,0.1154,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible time in the Simien Mountains
126,1.0,0.1276,"guide, area, trip, travel, monkey, southern, region, track, wild, tour","Beautiful Views, Memorable Monkeys and Fabulous Guide"
127,2.0,0.1154,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Incredible views
128,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Simien Mountains - Excellent!!!
129,7.0,0.1154,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Astonishing Scenery
130,2.0,0.1154,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Fantastic views and great trekking
131,2.0,0.1111,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Amazing views reminiscent of the American Southwest
132,2.0,0.1176,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Stunning
133,2.0,0.1176,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Amazing view.
134,7.0,0.1461,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible and Awe Inspiring -- Bucket List Worthy
135,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",very nicee trek
136,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Lovely Mountain Trekking.
137,6.0,0.1321,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team",Highly recommended trek!
138,2.0,0.1346,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",stunning view
139,3.0,0.1173,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",fabulous experience 3nights 4 days hiking
140,1.0,0.1132,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Recommended Trekking Tour with our amazing Guide Gismu at Simien Mountain
141,3.0,0.1046,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Perfect Simien Experience
142,4.0,0.1089,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge",Amazing Experience
143,0.0,0.1111,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing three day hike
144,5.0,0.1394,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Simien Mountains Trekking with highly rated Panoramic Simien Tours
145,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",The most endangerd national park in ethiopia!
146,2.0,0.1296,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket","Stunning nature, wilderness, flamingos, mesmerising birdlife, breathtaking views"
147,8.0,0.1155,"experience, people, hiking, night, make, company, part, family, earth, budget",Nice Park To Pass By
148,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Lovely
149,0.0,0.1132,"trip, day, simien, world, service, real, find, adventure, climb, drive","Hot springs, flamingos and great views!"
150,9.0,0.1176,"spectacular, landscape, trek, top, nature, walk, natural, young, memorable, tourist",Top area is Chitu Lake with thousands of flamingos
151,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Excellent Guide in the Simien Mountains
152,8.0,0.1154,"experience, people, hiking, night, make, company, part, family, earth, budget",Such a beautiful part of the country
153,5.0,0.13,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Great Guide and Superb package Tour
154,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great National Park
155,1.0,0.1273,"guide, area, trip, travel, monkey, southern, region, track, wild, tour","Unforgettable trek, wolves, monkeys and popcorn!"
156,9.0,0.1176,"spectacular, landscape, trek, top, nature, walk, natural, young, memorable, tourist",Spectacular Simien with Teddy
157,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great 5 day trek in the Simien mountains
158,2.0,0.1154,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Spectacular views
159,0.0,0.1154,"trip, day, simien, world, service, real, find, adventure, climb, drive","Amazing mountains, park infrastructure needs work"
160,2.0,0.1176,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Stunning !
161,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Simien moutain was amazing 
162,1.0,0.1111,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Nothing exceptional
163,7.0,0.1218,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Most amazing scenery and so many animals to see - THE BEST
164,4.0,0.109,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge","Tailored treks with Experienced Guide, Nurlign Hassen"
165,3.0,0.1176,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",beautiful but remote
166,7.0,0.1155,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Weird and wonderful
167,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",The Sanetti Plateau is supremely beautiful
168,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wonderful landscapes!!!!
169,3.0,0.1111,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping","You couldnt get any more daivers, wholly remote n natural, and best of all beautiful"
170,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A truly wonderful place.
171,3.0,0.1133,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Major wildlife place in Ethiopia
172,2.0,0.1279,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket","Stunning view, unique park and wildlife"
173,6.0,0.1068,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team","Gorgeous, even in the rain"
174,6.0,0.1296,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team","""Amazing trip With simien Mountains Guide - highly recommended"""
175,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing trip! - Can recommend guide
176,5.0,0.1132,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",An amazing stay with Simien Summit Tours
177,5.0,0.1195,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Simien Eco Tours: excellent trekking company
178,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wonderful trip with a great guide
179,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Breathtaking
180,3.0,0.1173,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Unforgettable experience with beautiful sceneries and wildlife
181,7.0,0.1321,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel","Beautiful Scenery and Incredible, Gentle Baboons!"
182,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Most impressive montains I ever done !
183,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A beautiful and majestic place
184,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Best Simien Trek Guide
185,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A dream on the top of Ethiopia!
186,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Beautiful Trek in the Mountains
187,2.0,0.1195,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Great Day Tour With Birhanu Erko
188,4.0,0.1089,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge",Great 6N5D Experience!
189,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great time in south Ethiopia
190,1.0,0.1154,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Excellent return trip to Omo Valley
191,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing Omo Valley Adventure 
192,5.0,0.1176,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Amazing trip with Solomon and Go Ethiopia Tours
193,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing experience with best guide Solomon
194,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Breathtaking nature
195,9.0,0.1176,"spectacular, landscape, trek, top, nature, walk, natural, young, memorable, tourist",A Natural Masterpiece
196,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive","Wahou, breathtaking!"
197,2.0,0.1154,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket",Absolutely Stunning
198,5.0,0.1154,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket",Great guided tour with Fenta in the beautiful Simien Mountains
199,7.0,0.1509,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible scenery and culture
200,3.0,0.1154,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Outstandingly Beautiful 4 Day Trek
201,7.0,0.1132,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible experience with Desu
202,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Impressive!
203,6.0,0.1155,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team",Great outdoor escape from Addis Ababa
204,7.0,0.1409,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel","Gorgeous scenery, rare animals, fresh air and peace and quiet."
205,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wonderful views
206,3.0,0.1195,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Great Tour Operator/Experience - Simien Mountains
207,6.0,0.1154,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team",Unique experience
208,0.0,0.1176,"trip, day, simien, world, service, real, find, adventure, climb, drive",fall in Love with this Park
209,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great organisation from North Expedition
210,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",awesome - try going with Simon
211,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Breathtaking
212,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing
213,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",What a fantastic place!
214,2.0,0.1132,"view, stunning, day, wildlife, time, lot, price, experiance, beware, bewket","Great view, Loads of Gelada Baboons"
215,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Lovely Mountain views
216,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Astounding landscapes and views!
217,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",A wonderful place
218,1.0,0.1155,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Beautiful mountains and fanstastic ginada monkeys!!
219,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wonderful trip to Simien Mountains Nationalpark
220,0.0,0.1154,"trip, day, simien, world, service, real, find, adventure, climb, drive","Simien Mountain Tour Guide, Gismu - Great Guide for Trekking Simiens"
221,3.0,0.1132,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Unforgettable 2 days Simien Mountain Trekking with Gismu from Ethiopia Trek
222,0.0,0.1235,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great 3 day/2 night trip with Bewketu
223,0.0,0.1216,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great 3day/2night trip from Gondar
224,3.0,0.1176,"unforgettable, experience, operator, local, adventure, hike, gismu, country, remote, camping",Great places to visit and awesome help from Baby Jinka
225,1.0,0.1154,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Amazing guide. Motorcycle. Off the beaten track.
226,1.0,0.1132,"guide, area, trip, travel, monkey, southern, region, track, wild, tour","Omo is a true fantastic pice of Africa, but you need a really good guide - fortunately we got one"
227,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing trip - excellent guide - John Elino
228,1.0,0.1132,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Five days with the Best guide of Omo VALLEY! 
229,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Great Visit with Aron
230,5.0,0.1154,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket","Amazing, Amazing !! with ""Babi"" 5 day tour through Omo Valley."
231,0.0,0.1111,"trip, day, simien, world, service, real, find, adventure, climb, drive",Last of Real Africa
232,8.0,0.1174,"experience, people, hiking, night, make, company, part, family, earth, budget","Fantastic Views, Hiking, and Experience!"
233,6.0,0.1089,"recommend, highly, unique, time, animal, organize, guide, wildlife, simply, team",A great time in the Simien Mountains
234,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Amazing Simiens
235,7.0,0.1296,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Mind blowing scenery and a fantastic host
236,1.0,0.1132,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Put the Simien Mountains on top of your travel list and book your tour with Desu!
237,4.0,0.1132,"experience, tribe, baboon, driver, authentic, extraordinary, week, sight, bale, challenge","4 days, 3 nights: Great mountains, many baboons"
238,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wonderful 4-day hike with Taz
239,1.0,0.1111,"guide, area, trip, travel, monkey, southern, region, track, wild, tour","Unforgettable views, the wild, the animals and all..."
240,7.0,0.1176,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible!
241,1.0,0.1155,"guide, area, trip, travel, monkey, southern, region, track, wild, tour",Great 4-day trek to Mt. Bwahit with Dave Yohannes
242,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Wow
243,7.0,0.1276,"scenery, incredible, worth, life, trekking, visit, culture, stay, yalew, robel",Incredible scenic trekking with Sammy in Simien National Park
244,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",AMAZING!
245,0.0,0.1,"trip, day, simien, world, service, real, find, adventure, climb, drive",Fabulous Tour of Bale Mountain National Park & Awassa
246,5.0,0.1175,"tour, trek, world, absolutely, night, worth, traveler, spot, contact, bereket","EXCELLENT TOUR GUIDE TO TRAVEL WITH TO, BALE MOUNTAINS NATIONAL PARK AND FOR ADDIS ABABA CITY TOUR"
