Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
23,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointed
24,4.0,0.1394,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background","Small museum but theres ""Lucy"" bones..."
25,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Looking pretty tired
26,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Currently closed
27,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw",Its a summary of Ethiopias harrowing past
28,7.0,0.1368,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Must see museum for otherwise hard to access information 
29,5.0,0.1368,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",A horrifying and educational place to learn about Ethiopian history
30,2.0,0.141,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",Fascinating but chilling insight into Ethiopia past and present
31,3.0,0.1587,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",A Dark Past which is Recent
32,2.0,0.14,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A reminder of Ethiopia’s horrid past in the 1970-80‘s
33,0.0,0.1343,"informative, past, era, time, gem, view, tale, derg, cover, raw",A harrowing if brief window on a difficult era for Ethiopia.
34,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw",Sad and informative
35,2.0,0.1473,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling","Small, dark, not much information, people hitting me up for money"
36,5.0,0.1587,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Terrifying history
37,1.0,0.1422,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting","Very sad, but very important"
38,6.0,0.1394,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Poorly maintained
39,0.0,0.1343,"informative, past, era, time, gem, view, tale, derg, cover, raw",Learn historical information about Ethiopia’s past.
40,1.0,0.1389,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Good monument about a terrible period in history
41,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Uncomfortably brilliant-Dont miss it.
42,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw","So sad, but something we need to know about"
43,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Scary and sadden place to visit
44,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Intense and depressing
45,3.0,0.1394,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Tragic history preserved
46,3.0,0.1343,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Must-see testament to a dark chapter in Ethiopias history
47,1.0,0.1343,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",A chilling journey into a dark period in Ethiopian history
48,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",As essential as it is depressing
49,4.0,0.1422,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Very small
50,4.0,0.1416,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",I never get tired of seeing the wall paintings
51,3.0,0.1422,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Dark and dreary
52,0.0,0.1522,"informative, past, era, time, gem, view, tale, derg, cover, raw",A raw gem
53,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw",Request a guide if you know little about the Dergs
54,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Gruesome
55,3.0,0.1473,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Dark, dusty and a bit sad."
56,4.0,0.1356,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Dont Waste Your Time
57,3.0,0.14,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Disappointing exhibition to an UNESCO World Heritage site
58,5.0,0.1544,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Good Potential!! Disappointing Implementation!!
59,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Somewhat of a disappointment
60,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not much to see here
61,3.0,0.148,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Above average museum covering a range of diverse topics.
62,3.0,0.1368,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Lots of pictures, little background info"
63,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Sad thought.
64,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw","Seriously, not good"
65,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",SAD REFECECTION OF MANS INHUMANITY TO MAN
66,6.0,0.1394,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Hard to watch 
67,2.0,0.1422,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A reminder of Evil
68,5.0,0.1445,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Important topic but poor lay out and dusty
69,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Great presentation of a terrible history
70,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
71,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
72,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
73,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Tired
74,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Tragic
75,2.0,0.1422,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",tragic reminder of cruelty
76,7.0,0.1318,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Eye opening and insightful - hard to believe it happened
77,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",‘’Reality Of The Past’’
78,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Unknown history of Ethiopia
79,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
80,0.0,0.1394,"informative, past, era, time, gem, view, tale, derg, cover, raw","Sad, Moving, and Informative"
81,1.0,0.1422,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Hard to understand
82,4.0,0.1394,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Sad exhibition of (mainly) photos
83,4.0,0.1347,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Big history in a small museum
84,2.0,0.1394,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",Chilling highlight
85,4.0,0.1378,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Not your everyday museum
86,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Sad history
87,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
88,3.0,0.1394,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Disappointing: a poorly-curated museum
89,4.0,0.1394,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Dynamite comes in small packages
90,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Tiny museum - not much to see.
91,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",an average place to visit
92,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Lucy and other relatives of ours
93,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",And aunt Lucy is down there. 
94,1.0,0.1425,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Gives you all the history of the hard times
95,6.0,0.1422,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",A history of the Military Junta that once governed Ethiopia
96,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Tired
97,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Gruesome
98,7.0,0.146,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Raw Reality- Hidden and Forgotten History
99,4.0,0.1378,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Too small
100,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",not worth going
101,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw","Its a must see, but its not very good"
102,3.0,0.1394,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Average - need for some upgrade
103,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation","Dirty and Neglected, Worth Seeing"
104,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
105,6.0,0.14,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit","Dont want to be negative, but..."
106,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Poor information 
107,4.0,0.1487,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background","A must see - ""never forget"" though this is a tragic mistake that we selfish humans repeat over an over"
108,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",very bad upkeep
109,0.0,0.1378,"informative, past, era, time, gem, view, tale, derg, cover, raw",Visit if you have time. Skip it if limited on time.
110,5.0,0.1557,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Dark side of the countrys history
111,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Very disappointed in this museum
112,1.0,0.1356,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",DUSTY AND NOT WELL MAINTAINED
113,3.0,0.1487,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",A small museum with historic and archeologic exhibits
114,5.0,0.1334,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Come to see Lucy - rest somewhat disappointing
115,2.0,0.1394,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A bit confusing
116,4.0,0.1373,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background","A small, poignant museum"
117,6.0,0.1373,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Much smaller than expected
118,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Shocking
119,3.0,0.1368,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Overview of a Bloody Modern History
120,6.0,0.1422,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Good museum to learn how brutal the Derg Regime was
121,2.0,0.1343,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",Chilling immersion into one of Ethiopias historys darkest moment
122,7.0,0.1466,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Sad Tale that deserves attention and remembrance
123,5.0,0.1494,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",A rather pathetic experience for a country so rich with history
124,4.0,0.1422,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",A little disorganized
125,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Very poor to be the National museum
126,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Lucy and Not Much Else
127,4.0,0.1378,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",it is a small museum 
128,0.0,0.1384,"informative, past, era, time, gem, view, tale, derg, cover, raw",Explicit exhibit of a gruesome time
129,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not much to see besides a replica of Lucy
130,2.0,0.1452,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A random collection of stuff
131,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",very poor museum
132,0.0,0.1368,"informative, past, era, time, gem, view, tale, derg, cover, raw",Great small museum to a tragic era of history
133,3.0,0.141,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",The dark side of the Communist era in Ethiopia
134,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Unsettling and Important
135,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Bloody Ethiopia
136,0.0,0.1343,"informative, past, era, time, gem, view, tale, derg, cover, raw",A sobering reminder of the not-so-distant past
137,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Cozy Museum
138,6.0,0.1347,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",In every country- the hidden story
139,3.0,0.1565,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Difficult to handle, but a must see"
140,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing visit with Lucy
141,1.0,0.1428,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting","Bad displays, fragmentary information that does not exceed our middle school education "
142,6.0,0.1557,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit","Visit Lucy and Selam, but everything else is poorly organized"
143,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not worth it 
144,4.0,0.1394,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Closed for renovations 
145,7.0,0.1445,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",A small museum with lots of information about Rimbaud
146,6.0,0.1368,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Poorly presented artefacts
147,4.0,0.1389,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Over rated by Lonely Planet
148,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting","Pathetic, dilapidated, overrated"
149,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Shocking
150,2.0,0.133,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",I to eye with Lucy and other ancestors.
151,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",A rather tired museum
152,2.0,0.1334,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling","Great museum, devastating exhibition"
153,2.0,0.15,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",Learned about a bit of history that had previously passed us by
154,0.0,0.1384,"informative, past, era, time, gem, view, tale, derg, cover, raw",Go to see Lucy! (You could skip the rest if limited on time)
155,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",disappointed
156,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Hidden spot near Arat Kilo in Addis
157,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Very sad...
158,4.0,0.1351,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background","Interesting but disturbing museum, small so can do in an hour or 2."
159,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw",Tired but informative
160,6.0,0.1394,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Poorly lit place
161,6.0,0.1422,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Run down museum
162,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not great
163,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",The Palace is still closed.
164,7.0,0.14,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Is it closed?
165,4.0,0.1528,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",It is horrible reminder of the bloody regime of the Derge regime
166,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not much to see
167,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not much else to see in Addis Ababa
168,1.0,0.1422,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Tired building
169,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation","Not worth it, even for Lucy"
170,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not so dusty
171,0.0,0.1394,"informative, past, era, time, gem, view, tale, derg, cover, raw",Informative but Horrible lighting 
172,3.0,0.1373,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Closed for Ministerial visit
173,3.0,0.1422,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Outside of the ""Lucy"" expo, not much else"
174,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not very informative 
175,3.0,0.1422,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Sad day 
176,3.0,0.1373,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Small museum, need a guide"
177,7.0,0.1494,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Small but insightful visit to the Wukro Archaelogical Museum
178,4.0,0.1368,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",Small Museum With Big History
179,6.0,0.14,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Depressing
180,2.0,0.1422,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",Lonely Lucy!
181,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Tired museum
182,5.0,0.1394,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Sad History... Come Prepared
183,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Must See even if disturbing
184,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Clarity to the past...
185,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Very sad
186,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing
187,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",A sad place to bury Lucy
188,2.0,0.1368,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A bit disappointing but still worth visiting
189,1.0,0.1368,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",no electricity due to rain!!
190,6.0,0.14,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Feeling sorry for Lucy
191,3.0,0.1422,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Absolutely Terrible!
192,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",tired
193,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte","Terrible, if well intentioned museum"
194,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",A disturbing but valuable visit
195,4.0,0.1458,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background",A cruel evidence of a cruel time!
196,0.0,0.1557,"informative, past, era, time, gem, view, tale, derg, cover, raw",Old Bones and views of the past
197,2.0,0.1373,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling","A Little Underwhelming, but its one of the things to do"
198,3.0,0.1368,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",A green haven in a busy city
199,6.0,0.14,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",so expensive
200,6.0,0.1394,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Small museum But informativ museum
201,6.0,0.1394,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit","Graphic account of Mengistu brutal regime, make sure you get a guide"
202,7.0,0.1587,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Dont understand the bad reviews
203,1.0,0.1422,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",surprisingly poor museum
204,5.0,0.1544,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",visual of a brutal history.
205,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Brutal History
206,0.0,0.1394,"informative, past, era, time, gem, view, tale, derg, cover, raw",Hidden gem
207,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",not much to see but somewhere to go...
208,1.0,0.1422,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Reflect on the evil of totalitarianism
209,5.0,0.1394,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",A terrible history revealed
210,6.0,0.14,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Compelling but painful
211,3.0,0.1422,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Difficult Visit!
212,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Arthur rambuid center
213,0.0,0.1356,"informative, past, era, time, gem, view, tale, derg, cover, raw",A waste of time
214,0.0,0.1389,"informative, past, era, time, gem, view, tale, derg, cover, raw",Some Real Curious Gems Here
215,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",I was a little disappointed
216,7.0,0.1528,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte","Its grim, but its useful source of information on relatively recent history"
217,4.0,0.1389,"small, time, regime, hide, forget, ancestor, testament, evidence, intense, background","Not your typical museum, but informative nonetheless"
218,5.0,0.1389,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Appropriate presentation of a terrible chapter of history
219,0.0,0.1422,"informative, past, era, time, gem, view, tale, derg, cover, raw","Interesting, informative and very sad"
220,1.0,0.1368,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Pity about the power outage
221,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Lucy and not much else
222,3.0,0.1452,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo","Tough to visit, get a personal guide"
223,1.0,0.1394,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Tough history.
224,0.0,0.1368,"informative, past, era, time, gem, view, tale, derg, cover, raw",A must see to understand Ethiopian recent past
225,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Dark and gloomy
226,6.0,0.15,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit","Small museum, gives overall view about the tribes in the area"
227,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Bit old and dusty
228,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw","Very different from other museum, a must visit"
229,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Not much. 
230,7.0,0.14,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Horrific narrations of the Dirge regime
231,6.0,0.1378,"poorly, learn, closed, selam, nonetheless, rimbaud, compelling, exhibition, window, visit",Minimal museum
232,0.0,0.1394,"informative, past, era, time, gem, view, tale, derg, cover, raw",A glimpse into the military ruled era
233,3.0,0.1394,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",A rather average museum with limited interest for us
234,3.0,0.1368,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",the uncensored dark history
235,1.0,0.14,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",important but terribly sad
236,5.0,0.1394,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",A Sad Chapter in Ethiopian History
237,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",Painful history
238,0.0,0.1368,"informative, past, era, time, gem, view, tale, derg, cover, raw",Learn from humans past
239,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw","Very mediocre EXCEPT for Lucy, et al"
240,5.0,0.1422,"history, worth, topic, hidden, bone, city, access, electricity, hit, implementation",A little history 
241,3.0,0.1416,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Visit your Ancestors and few some historical treasures along the way
242,3.0,0.1394,"dark, average, recent, difficult, guide, curate, monument, preserve, ministerial, expo",Must See - Dark History of Ethiopia
243,7.0,0.1394,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Must-see but emotionally heavy
244,0.0,0.125,"informative, past, era, time, gem, view, tale, derg, cover, raw",Disappointing 
245,2.0,0.1422,"reminder, bit, chill, display, lonely, historical, move, organize, real, chilling",A grim reminder 
246,7.0,0.1422,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Insane. 
247,1.0,0.1368,"hard, important, presentation, tough, depressing, building, shape, period, small, lighting",Hard History of Mans Evil
248,7.0,0.14,"information, close, chapter, understand, reality, insightful, random, review, bone, hearte",Be careful
