Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
56,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Time well spent
57,3.0,0.179,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant","Short tour, limited exhibits"
58,0.0,0.1761,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Small house with very few exhibits 
59,0.0,0.1824,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Past glories of the age of steam
60,3.0,0.1795,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Transports you to Nairobi’s past history!
61,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not sure about this
62,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A little disappointing
63,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Expensive
64,2.0,0.1987,"gem, worth, bit, hide, exhibit, long, past, art, big, location",KENYA WAS KNOWN LONG BEFORE BY PORTUGUSE
65,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not much to see
66,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not worth it
67,0.0,0.1728,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A moment of green and culture to rest.
68,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A Soap from The Past.
69,3.0,0.1808,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",To be honest boring
70,3.0,0.1902,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Blast in the past
71,3.0,0.1818,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant","A strange mixture of history, art and snakes? "
72,3.0,0.1944,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",A Blast from the Past
73,5.0,0.1795,"history, time, money, hard, informative, wide, building, variety, painting, wall",A little dated and inadequate information
74,3.0,0.1765,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",boring
75,1.0,0.1816,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Very expensive for students
76,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not much to see
77,1.0,0.1761,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",An utter waste of time in a junk yard
78,2.0,0.1987,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Hidden Gem
79,5.0,0.1879,"history, time, money, hard, informative, wide, building, variety, painting, wall",Wide range of exhibits but overdue a make over
80,3.0,0.1721,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Not as Expected
81,1.0,0.1795,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Too expensive for foreigners
82,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Gateway to the past
83,3.0,0.1765,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Very Boring Museum!!!
84,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Kenyas messy attic
85,0.0,0.1761,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A hidden jewel in the hustle and bustle of downtown Nairobi
86,0.0,0.1749,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Extensive, small collection of African art"
87,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",average
88,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Very average
89,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Small quaint attraction
90,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Not worth the effort or money
91,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",100 shillings for a well preserved ruins
92,5.0,0.1761,"history, time, money, hard, informative, wide, building, variety, painting, wall",Ill maintained piece of history
93,5.0,0.1879,"history, time, money, hard, informative, wide, building, variety, painting, wall",Small but well presented history of Kenya and its people and animals
94,5.0,0.1905,"history, time, money, hard, informative, wide, building, variety, painting, wall","Old Tired and Dusty, reminiscent of a bygone age. Forgotten and unloved.. Go and see it"
95,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Disappointed
96,0.0,0.1831,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Hard to imagine what the place was like 50 years ago
97,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",disappointing
98,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Meh....kind of dull
99,0.0,0.1728,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Lots of paintings, difficult to browse."
100,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Historic - Arab ruins
101,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",All Round Experience
102,2.0,0.1929,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Possibly bad timing but not sure its worth it.
103,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",A Waste of Time
104,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",the mysterious ruins
105,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Disappointing
106,5.0,0.179,"history, time, money, hard, informative, wide, building, variety, painting, wall",Small house | Big History
107,2.0,0.1929,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A little gem in the heart of Karen
108,2.0,0.1786,"gem, worth, bit, hide, exhibit, long, past, art, big, location","nice gardens, boring museum"
109,3.0,0.1786,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Peaceful but boring
110,3.0,0.1743,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Boring 
111,2.0,0.1761,"gem, worth, bit, hide, exhibit, long, past, art, big, location","Not glamorous or slick, but an absolute gem"
112,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not really authentic
113,5.0,0.1795,"history, time, money, hard, informative, wide, building, variety, painting, wall",The true story behind the movie.
114,4.0,0.1808,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Nostalgic ~ and filling!
115,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Out of Africa (without Robert Redford alas)
116,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",Disappointing considering the history
117,2.0,0.1987,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A hidden Gem
118,0.0,0.1761,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Unmissable for Die Hard Karen Blixen Fans
119,1.0,0.1816,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent","Poor (and expensive) Museum, not sure it is worthwhile"
120,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Old and dusty
121,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Tired looking Museum - but some gems to be found.
122,5.0,0.1795,"history, time, money, hard, informative, wide, building, variety, painting, wall",A little bit of history
123,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Very disappointing!
124,1.0,0.1929,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Average - & no Joy Adamson Paintings
125,4.0,0.195,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make","If you are not a fan, dont go. If you are then 5 stars. I am not so, sorry for the review"
126,2.0,0.183,"gem, worth, bit, hide, exhibit, long, past, art, big, location",No better place to rhapsodize about colonialism...
127,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",Curious
128,5.0,0.1816,"history, time, money, hard, informative, wide, building, variety, painting, wall",Going down history lane
129,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",No Too Bad
130,0.0,0.1929,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Do no miss this small gallery and museum
131,5.0,0.1914,"history, time, money, hard, informative, wide, building, variety, painting, wall","Small historic building, museum and gallery"
132,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",historcal... but a little dull
133,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Karen Blixen Museum... Out of Africa, and Out of the Past"
134,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Rather small, but educative museum"
135,3.0,0.1923,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Blast from the past
136,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Like Living in the past
137,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",not worth a visit
138,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not much too see
139,1.0,0.1925,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Small part of a short walking tour of the area
140,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",MOMBASAS HIDDEN TREASURES
141,4.0,0.1966,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Not much to write home about
142,3.0,0.1831,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant","Stop by if it is on the way, otherwise, not worth a specific outing."
143,1.0,0.1795,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Disappointed to see a historical building like this
144,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not very special
145,3.0,0.1795,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Slightly boring
146,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Walk in the past 
147,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",small museum
148,1.0,0.1929,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Average stop for a weekend
149,1.0,0.1808,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Sad but very Educative
150,1.0,0.1808,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Expensive.
151,0.0,0.1808,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Beautiful setting, terrible museum"
152,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Mediocre museum
153,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A long history
154,3.0,0.1786,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Pretty boring!
155,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Very expensive for not a lot!
156,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Unknown treat
157,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Only if youre bored...
158,4.0,0.1795,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",A Place To Reflect on Africas Hidden Treasures
159,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",too bad
160,1.0,0.1795,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Average sight
161,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not much to see
162,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A Look Into Kenyas Colonial Past
163,2.0,0.1987,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Hidden gem
164,5.0,0.1929,"history, time, money, hard, informative, wide, building, variety, painting, wall",An attraction close to city center
165,2.0,0.1808,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Not really interesting and entertainign
166,2.0,0.183,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A touch of the past!
167,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not safe if youre alone
168,3.0,0.1786,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Boring Museum visit
169,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not impressed
170,1.0,0.1795,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Hard to Leave
171,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Pointless
172,1.0,0.1845,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",What a gem and a hidden treasure in Nairobis CBD
173,0.0,0.1852,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A small piece of European history in Kenya
174,2.0,0.1765,"gem, worth, bit, hide, exhibit, long, past, art, big, location","Pretty, but a bit dull"
175,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",a little pricey
176,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Disappointed
177,3.0,0.1798,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",A walk down Kenyas Illustrious history and heritage under one roof
178,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",a little of history
179,3.0,0.1893,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant","fun place for family and friends, but overpriced mediocre food"
180,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A glimpse of the past
181,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",small but informative
182,2.0,0.1987,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A hidden gem
183,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Slice of Kenyas Colonial Past
184,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Gede Ruins - Must see
185,2.0,0.2099,"gem, worth, bit, hide, exhibit, long, past, art, big, location","The ancient ruins of a village that existed on the northern coast of Mombasa, Kenya."
186,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Gede Ruins
187,2.0,0.1774,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Late attention
188,4.0,0.1761,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Spent an entire day here
189,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Average
190,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",Waste of Time
191,4.0,0.1934,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Foreigners price excessive and not value for money
192,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Ruins but no really museum
193,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Average museum
194,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",a visit to the past
195,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A Glimpse into the past
196,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Overpriced and not very interesting
197,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Time Well Spent
198,4.0,0.1731,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Horrible experience at the entrance
199,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",what a total waste of monnotey
200,5.0,0.1808,"history, time, money, hard, informative, wide, building, variety, painting, wall",Waste Of Money!!!
201,0.0,0.1808,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",a little boring
202,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Average
203,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Skip it - pathetic and boring 
204,2.0,0.174,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Cannot take photos inside house; guide hard to understand.
205,2.0,0.183,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Not extremely interesting
206,2.0,0.1795,"gem, worth, bit, hide, exhibit, long, past, art, big, location",is this a tourist location seriously??
207,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Trip down memory lane.
208,4.0,0.1806,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make","Take a deep breath, slow down, imagine you are back in time"
209,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not much to see in the museum
210,5.0,0.195,"history, time, money, hard, informative, wide, building, variety, painting, wall",Glimpse of the wide variety of African culture 
211,5.0,0.1795,"history, time, money, hard, informative, wide, building, variety, painting, wall",A little bit of Kenya history
212,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Very expensive for what you get
213,3.0,0.1743,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",A boring place
214,3.0,0.1973,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",A hidden restaurant behind Wilson Airport for people seeking a fresh meal in an intimate setting
215,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",not very interesting
216,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A highlight of a disappointing city
217,3.0,0.183,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Random
218,0.0,0.1765,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Needs a little attention
219,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Disappointed
220,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",A visit well spent
221,1.0,0.1761,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent","Nairobi National Museum very expensive for non-residents, do not eat there"
222,2.0,0.1786,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A bit disappointing
223,3.0,0.1808,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Sadly quite empty
224,5.0,0.1808,"history, time, money, hard, informative, wide, building, variety, painting, wall",Consider Carefully Before Doing This
225,2.0,0.1808,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A little knowledge 
226,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Small museum with charm
227,0.0,0.1893,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","Disappointing considering the wealth of Kenyan culture that could be included, but the hominid skulls make up for it."
228,3.0,0.1765,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Boring
229,2.0,0.183,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Not worth the trek
230,2.0,0.1743,"gem, worth, bit, hide, exhibit, long, past, art, big, location",A Bit of a Disappointment
231,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall","Apart from walls, not much to be seen"
232,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",dull
233,3.0,0.183,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",The museum is a little dark!
234,0.0,0.1987,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Well-curated small museum
235,2.0,0.1845,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Small Musuem that packs quite a punch! African art and stamps
236,3.0,0.1743,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Boring.
237,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not sure about this one!!
238,0.0,0.1761,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Plan to spend a few hours
239,5.0,0.1866,"history, time, money, hard, informative, wide, building, variety, painting, wall",Qaint little museum - overpriced and gouging tourists
240,3.0,0.1743,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Pretty boring
241,2.0,0.1761,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Felt like I was going down memory lane
242,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention","A few hours to spare, then take a visit"
243,4.0,0.183,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Not really my thing
244,3.0,0.1808,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Typical museum
245,2.0,0.1808,"gem, worth, bit, hide, exhibit, long, past, art, big, location",Does not worth the price
246,1.0,0.1761,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Expensive for foreigners as usual 
247,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",down history lane
248,4.0,0.195,"spend, bore, walk, collection, thing, memory, slow, foreigner, overprice, make",Walk down memory lane
249,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Disappointment
250,0.0,0.1795,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Needs a little sprucing up on the exhibits
251,1.0,0.1872,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Tumbledown walls and shallow waters
252,5.0,0.183,"history, time, money, hard, informative, wide, building, variety, painting, wall",Not worthy for money!!
253,0.0,0.1816,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",How the other half lived !
254,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Trip to the Past
255,3.0,0.1887,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Brings back the past
256,0.0,0.183,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Allow a few hours
257,5.0,0.1987,"history, time, money, hard, informative, wide, building, variety, painting, wall",Not a good value of time & money
258,1.0,0.183,"expensive, average, historical, treasure, trip, bit, gallery, karen, fairly, decent",Average Musuem
259,3.0,0.1795,"bore, past, blast, lane, step, people, mediocre, foreigner, random, restaurant",Disappointing | For steam fanatics only 
260,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Not good as it used to be
261,0.0,0.1774,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",A date with the past
262,0.0,0.1667,"small, lot, culture, boring, hour, tour, steam, fan, poorly, attention",Old ruins
